DATE,CODE,SEC_NAME,EXE_MODE,EXE_PRICE,涨跌额,涨跌幅,成交量,成交额(万),持仓量,行权价,EXE_ENDDATE,持仓量,日增,昨收,今开
2018/9/14,10001367,50ETF购9月2350,认购,0.1350,0.0055,4.25%,15848,21449859,12906,2.350,2018/9/26 0:00,-590,0.1295,0.1350
2018/9/14,10001213,50ETF购9月3000,认购,0.0004,0.0001,33.33%,516,2314,22510,3.000,2018/9/26 0:00,-35,0.0003,0.0005
2018/9/14,10001375,50ETF购9月2300,认购,0.1791,0.0048,2.75%,5225,9493851,6577,2.300,2018/9/26 0:00,-918,0.1743,0.1803
2018/9/14,10001246,50ETF沽9月2700,认沽,0.2220,-0.0120,-5.13%,3333,7318839,7806,2.700,2018/9/26 0:00,-253,0.2340,0.2250
2018/9/14,10001212,50ETF购9月2950,认购,0.0004,0.0000,0.00%,488,1958,14513,2.950,2018/9/26 0:00,-183,0.0004,0.0003
2018/9/14,10001211,50ETF购9月2900,认购,0.0004,0.0000,0.00%,950,4295,24416,2.900,2018/9/26 0:00,-444,0.0004,0.0003
2018/9/14,10001223,50ETF沽9月3100,认沽,0.6204,-0.0136,-2.15%,157,969495,1791,3.100,2018/9/26 0:00,-62,0.6340,0.6291
2018/9/14,10001409,50ETF购9月2200,认购,0.2770,0.0054,1.99%,2237,6248775,5504,2.200,2018/9/26 0:00,346,0.2716,0.2754
2018/9/14,10001368,50ETF沽9月2350,认沽,0.0050,-0.0031,-38.27%,44151,2496113,82950,2.350,2018/9/26 0:00,981,0.0081,0.0070
2018/9/14,10001312,50ETF沽9月2450,认沽,0.0279,-0.0091,-24.59%,124035,36725266,75116,2.450,2018/9/26 0:00,5123,0.0370,0.0340
2018/9/14,10001382,50ETF沽9月2250,认沽,0.0004,-0.0007,-63.64%,12205,79392,63147,2.250,2018/9/26 0:00,-3327,0.0011,0.0011
2018/9/14,10001221,50ETF沽9月2950,认沽,0.4699,-0.0141,-2.91%,453,2125771,1143,2.950,2018/9/26 0:00,81,0.4840,0.4749
2018/9/14,10001244,50ETF沽9月2600,认沽,0.1275,-0.0098,-7.14%,20463,26111950,30166,2.600,2018/9/26 0:00,-2073,0.1373,0.1310
2018/9/14,10001226,50ETF沽9月3400,认沽,0.9213,-0.0127,-1.36%,109,998696,1968,3.400,2018/9/26 0:00,55,0.9340,0.9274
2018/9/14,10001275,50ETF购9月2550,认购,0.0143,-0.0044,-23.53%,109793,19073627,125681,2.550,2018/9/26 0:00,-9351,0.0187,0.0198
2018/9/14,10001215,50ETF购9月3200,认购,0.0004,0.0001,33.33%,82,254,14461,3.200,2018/9/26 0:00,-26,0.0003,0.0004
2018/9/14,10001410,50ETF沽9月2200,认沽,0.0005,-0.0001,-16.67%,5200,26245,39791,2.200,2018/9/26 0:00,-2387,0.0006,0.0007
2018/9/14,10001281,50ETF购9月2500,认购,0.0300,-0.0035,-10.45%,150021,51337285,132944,2.500,2018/9/26 0:00,-6204,0.0335,0.0353
2018/9/14,10001233,50ETF购9月2750,认购,0.0005,-0.0001,-16.67%,5058,29234,46392,2.750,2018/9/26 0:00,-3794,0.0006,0.0007
2018/9/14,10001376,50ETF沽9月2300,认沽,0.0016,-0.0016,-50.00%,28339,490647,76288,2.300,2018/9/26 0:00,-1711,0.0032,0.0027
2018/9/14,10001219,50ETF购9月3600,认购,0.0004,0.0001,33.33%,903,2573,47181,3.600,2018/9/26 0:00,-21,0.0003,0.0005
2018/9/14,10001357,50ETF购9月2400,认购,0.0903,0.0012,1.35%,45666,43133521,31498,2.400,2018/9/26 0:00,-490,0.0891,0.0938
2018/9/14,10001216,50ETF购9月3300,认购,0.0004,0.0001,33.33%,23,72,9656,3.300,2018/9/26 0:00,-22,0.0003,0.0005
2018/9/14,10001229,50ETF购9月2850,认购,0.0004,-0.0002,-33.33%,2440,11220,25697,2.850,2018/9/26 0:00,-1396,0.0006,0.0005
2018/9/14,10001218,50ETF购9月3500,认购,0.0004,0.0001,33.33%,283,837,19370,3.500,2018/9/26 0:00,-20,0.0003,0.0006
2018/9/14,10001231,50ETF购9月2800,认购,0.0005,-0.0001,-16.67%,1975,9816,33608,2.800,2018/9/26 0:00,-969,0.0006,0.0005
2018/9/14,10001230,50ETF沽9月2850,认沽,0.3703,-0.0137,-3.57%,436,1606894,1724,2.850,2018/9/26 0:00,-153,0.3840,0.3759
2018/9/14,10001245,50ETF沽9月2650,认沽,0.1734,-0.0106,-5.76%,5238,9064796,11157,2.650,2018/9/26 0:00,-1110,0.1840,0.1777
2018/9/14,10001232,50ETF沽9月2800,认沽,0.3212,-0.0128,-3.83%,538,1725053,1683,2.800,2018/9/26 0:00,61,0.3340,0.3276
2018/9/14,10001282,50ETF沽9月2500,认沽,0.0528,-0.0092,-14.84%,118061,63692197,64748,2.500,2018/9/26 0:00,-728,0.0620,0.0587
2018/9/14,10001243,50ETF购9月2700,认购,0.0007,-0.0010,-58.82%,11563,135599,74126,2.700,2018/9/26 0:00,-4244,0.0017,0.0018
2018/9/14,10001227,50ETF沽9月3500,认沽,1.0202,-0.0138,-1.33%,115,1169974,1926,3.500,2018/9/26 0:00,-86,1.0340,1.0268
2018/9/14,10001242,50ETF购9月2650,认购,0.0017,-0.0015,-46.87%,26006,690713,89925,2.650,2018/9/26 0:00,-3761,0.0032,0.0037
2018/9/14,10001228,50ETF沽9月3600,认沽,1.1191,-0.0149,-1.31%,205,2297874,5397,3.600,2018/9/26 0:00,19,1.1340,1.1273
2018/9/14,10001358,50ETF沽9月2400,认沽,0.0132,-0.0060,-31.25%,99786,14176964,83081,2.400,2018/9/26 0:00,-829,0.0192,0.0173
2018/9/14,10001311,50ETF购9月2450,认购,0.0564,-0.0016,-2.76%,142032,85132351,56689,2.450,2018/9/26 0:00,-7751,0.0580,0.0605
2018/9/14,10001220,50ETF沽9月2900,认沽,0.4201,-0.0139,-3.20%,277,1163294,2126,2.900,2018/9/26 0:00,-2,0.4340,0.4264
2018/9/14,10001224,50ETF沽9月3200,认沽,0.7208,-0.0132,-1.80%,131,945381,1634,3.200,2018/9/26 0:00,40,0.7340,0.7268
2018/9/14,10001214,50ETF购9月3100,认购,0.0004,0.0001,33.33%,505,2254,17173,3.100,2018/9/26 0:00,-26,0.0003,0.0005
2018/9/14,10001222,50ETF沽9月3000,认沽,0.5216,-0.0124,-2.32%,133,691736,1605,3.000,2018/9/26 0:00,7,0.5340,0.5300
2018/9/14,10001217,50ETF购9月3400,认购,0.0004,0.0001,33.33%,113,344,14810,3.400,2018/9/26 0:00,-36,0.0003,0.0005
2018/9/14,10001241,50ETF购9月2600,认购,0.0056,-0.0029,-34.12%,76840,5746196,145406,2.600,2018/9/26 0:00,-7392,0.0085,0.0090
2018/9/14,10001381,50ETF购9月2250,认购,0.2281,0.0058,2.61%,1176,2721544,2460,2.250,2018/9/26 0:00,109,0.2223,0.2284
2018/9/14,10001276,50ETF沽9月2550,认沽,0.0866,-0.0091,-9.51%,47395,41008926,45691,2.550,2018/9/26 0:00,1885,0.0957,0.0927
2018/9/14,10001461,50ETF购10月2750,认购,0.0069,-0.0016,-18.82%,8483,681268,22081,2.750,2018/10/24 0:00,1013,0.0085,0.0086
2018/9/14,10001444,50ETF购10月2350,认购,0.1583,0.0012,0.76%,2768,4463031,4199,2.350,2018/10/24 0:00,164,0.1571,0.1618
2018/9/14,10001449,50ETF购10月2600,认购,0.0307,-0.0024,-7.25%,12423,4020671,32532,2.600,2018/10/24 0:00,2057,0.0331,0.0351
2018/9/14,10001462,50ETF沽10月2750,认沽,0.2688,-0.0152,-5.35%,1203,3231942,1838,2.750,2018/10/24 0:00,135,0.2840,0.2723
2018/9/14,10001464,50ETF沽10月2250,认沽,0.0068,-0.0031,-31.31%,9948,758865,13917,2.250,2018/10/24 0:00,1689,0.0099,0.0099
2018/9/14,10001456,50ETF沽10月2500,认沽,0.0785,-0.0095,-10.80%,10358,8279174,10802,2.500,2018/10/24 0:00,2172,0.0880,0.0848
2018/9/14,10001450,50ETF购10月2650,认购,0.0191,-0.0022,-10.33%,10166,2118892,16894,2.650,2018/10/24 0:00,2486,0.0213,0.0224
2018/9/14,10001453,50ETF沽10月2350,认沽,0.0220,-0.0067,-23.34%,14652,3352139,17389,2.350,2018/10/24 0:00,4609,0.0287,0.0262
2018/9/14,10001457,50ETF沽10月2550,认沽,0.1083,-0.0097,-8.22%,4148,4522157,7309,2.550,2018/10/24 0:00,874,0.1180,0.1147
2018/9/14,10001448,50ETF购10月2550,认购,0.0456,-0.0017,-3.59%,15312,7261477,22999,2.550,2018/10/24 0:00,3958,0.0473,0.0489
2018/9/14,10001452,50ETF沽10月2300,认沽,0.0126,-0.0052,-29.21%,15373,2141000,24254,2.300,2018/10/24 0:00,3247,0.0178,0.0171
2018/9/14,10001443,50ETF购10月2300,认购,0.2000,0.0045,2.30%,2338,4719853,8460,2.300,2018/10/24 0:00,-39,0.1955,0.2016
2018/9/14,10001454,50ETF沽10月2400,认沽,0.0363,-0.0071,-16.36%,9185,3404511,15621,2.400,2018/10/24 0:00,1691,0.0434,0.0420
2018/9/14,10001460,50ETF沽10月2700,认沽,0.2242,-0.0100,-4.27%,1246,2810442,6447,2.700,2018/10/24 0:00,117,0.2342,0.2285
2018/9/14,10001455,50ETF沽10月2450,认沽,0.0544,-0.0093,-14.60%,15883,8772375,14218,2.450,2018/10/24 0:00,675,0.0637,0.0615
2018/9/14,10001446,50ETF购10月2450,认购,0.0912,0.0005,0.55%,10768,10056794,15044,2.450,2018/10/24 0:00,294,0.0907,0.0946
2018/9/14,10001447,50ETF购10月2500,认购,0.0652,-0.0017,-2.54%,20912,14229381,21334,2.500,2018/10/24 0:00,2297,0.0669,0.0700
2018/9/14,10001445,50ETF购10月2400,认购,0.1218,-0.0004,-0.33%,3686,4603952,11159,2.400,2018/10/24 0:00,-126,0.1222,0.1256
2018/9/14,10001451,50ETF购10月2700,认购,0.0119,-0.0021,-15.00%,9258,1227588,18776,2.700,2018/10/24 0:00,2480,0.0140,0.0140
2018/9/14,10001459,50ETF沽10月2650,认沽,0.1813,-0.0109,-5.67%,1853,3385975,4607,2.650,2018/10/24 0:00,152,0.1922,0.1874
2018/9/14,10001458,50ETF沽10月2600,认沽,0.1408,-0.0126,-8.21%,3901,5564615,7223,2.600,2018/10/24 0:00,1662,0.1534,0.1489
2018/9/14,10001463,50ETF购10月2250,认购,0.2418,0.0028,1.17%,1199,2941215,1165,2.250,2018/10/24 0:00,116,0.2390,0.2450
2018/9/14,10001321,50ETF购12月2900,认购,0.0179,-0.0017,-8.67%,725,138175,16180,2.900,2018/12/26 0:00,197,0.0196,0.0196
2018/9/14,10001322,50ETF沽12月2500,认沽,0.1178,-0.0109,-8.47%,2155,2607439,10650,2.500,2018/12/26 0:00,455,0.1287,0.1280
2018/9/14,10001313,50ETF购12月2500,认购,0.1146,-0.0021,-1.80%,2872,3372331,8653,2.500,2018/12/26 0:00,353,0.1167,0.1197
2018/9/14,10001378,50ETF沽12月2300,认沽,0.0428,-0.0053,-11.02%,742,326742,6665,2.300,2018/12/26 0:00,-80,0.0481,0.0474
2018/9/14,10001319,50ETF购12月2800,认购,0.0295,-0.0035,-10.61%,909,279507,9519,2.800,2018/12/26 0:00,84,0.0330,0.0323
2018/9/14,10001330,50ETF沽12月2900,认沽,0.4186,-0.0154,-3.55%,118,491362,3971,2.900,2018/12/26 0:00,-19,0.4340,0.4306
2018/9/14,10001318,50ETF购12月2750,认购,0.0373,-0.0033,-8.13%,916,357328,9931,2.750,2018/12/26 0:00,-7,0.0406,0.0410
2018/9/14,10001331,50ETF购12月2450,认购,0.1392,-0.0011,-0.78%,2074,2962693,5048,2.450,2018/12/26 0:00,908,0.1403,0.1467
2018/9/14,10001328,50ETF沽12月2800,认沽,0.3309,-0.0086,-2.53%,319,1053735,5441,2.800,2018/12/26 0:00,-99,0.3395,0.3377
2018/9/14,10001412,50ETF沽12月2200,认沽,0.0230,-0.0046,-16.67%,2271,551064,14764,2.200,2018/12/26 0:00,-438,0.0276,0.0263
2018/9/14,10001384,50ETF沽12月2250,认沽,0.0311,-0.0051,-14.09%,716,230471,6961,2.250,2018/12/26 0:00,-34,0.0362,0.0365
2018/9/14,10001329,50ETF沽12月2850,认沽,0.3752,-0.0088,-2.29%,126,469210,3193,2.850,2018/12/26 0:00,-46,0.3840,0.3836
2018/9/14,10001334,50ETF沽12月2950,认沽,0.4630,-0.0210,-4.34%,126,588567,5369,2.950,2018/12/26 0:00,-7,0.4840,0.4769
2018/9/14,10001327,50ETF沽12月2750,认沽,0.2895,-0.0094,-3.14%,805,2325961,4905,2.750,2018/12/26 0:00,11,0.2989,0.2953
2018/9/14,10001314,50ETF购12月2550,认购,0.0924,-0.0028,-2.94%,2126,2034068,7297,2.550,2018/12/26 0:00,-258,0.0952,0.0995
2018/9/14,10001323,50ETF沽12月2550,认沽,0.1476,-0.0099,-6.29%,1263,1867296,4679,2.550,2018/12/26 0:00,207,0.1575,0.1580
2018/9/14,10001317,50ETF购12月2700,认购,0.0470,-0.0027,-5.43%,1168,582925,15106,2.700,2018/12/26 0:00,-391,0.0497,0.0508
2018/9/14,10001359,50ETF购12月2400,认购,0.1690,0.0004,0.24%,1088,1865680,4180,2.400,2018/12/26 0:00,600,0.1686,0.1752
2018/9/14,10001324,50ETF沽12月2600,认沽,0.1793,-0.0104,-5.48%,791,1411179,3447,2.600,2018/12/26 0:00,-226,0.1897,0.1834
2018/9/14,10001326,50ETF沽12月2700,认沽,0.2503,-0.0096,-3.69%,1419,3538862,5008,2.700,2018/12/26 0:00,-338,0.2599,0.2535
2018/9/14,10001383,50ETF购12月2250,认购,0.2754,0.0042,1.55%,246,684363,1993,2.250,2018/12/26 0:00,-100,0.2712,0.2713
2018/9/14,10001333,50ETF购12月2950,认购,0.0139,-0.0014,-9.15%,1533,226251,25040,2.950,2018/12/26 0:00,107,0.0153,0.0152
2018/9/14,10001360,50ETF沽12月2400,认沽,0.0738,-0.0090,-10.87%,1710,1298296,8987,2.400,2018/12/26 0:00,554,0.0828,0.0818
2018/9/14,10001325,50ETF沽12月2650,认沽,0.2119,-0.0112,-5.02%,999,2133564,4742,2.650,2018/12/26 0:00,-120,0.2231,0.2171
2018/9/14,10001370,50ETF沽12月2350,认沽,0.0572,-0.0062,-9.78%,697,404583,6194,2.350,2018/12/26 0:00,-12,0.0634,0.0620
2018/9/14,10001332,50ETF沽12月2450,认沽,0.0946,-0.0105,-9.99%,2238,2135709,8380,2.450,2018/12/26 0:00,690,0.1051,0.1006
2018/9/14,10001369,50ETF购12月2350,认购,0.2008,0.0012,0.60%,187,382134,2232,2.350,2018/12/26 0:00,-32,0.1996,0.2069
2018/9/14,10001315,50ETF购12月2600,认购,0.0753,-0.0019,-2.46%,1519,1178440,6708,2.600,2018/12/26 0:00,-108,0.0772,0.0799
2018/9/14,10001377,50ETF购12月2300,认购,0.2370,0.0028,1.20%,190,454638,3091,2.300,2018/12/26 0:00,60,0.2342,0.2418
2018/9/14,10001411,50ETF购12月2200,认购,0.3162,0.0038,1.22%,202,641829,3531,2.200,2018/12/26 0:00,5,0.3124,0.3132
2018/9/14,10001320,50ETF购12月2850,认购,0.0230,-0.0019,-7.63%,488,118938,8752,2.850,2018/12/26 0:00,82,0.0249,0.0252
2018/9/14,10001316,50ETF购12月2650,认购,0.0594,-0.0027,-4.35%,1315,814599,8579,2.650,2018/12/26 0:00,244,0.0621,0.0630
2018/9/14,10001428,50ETF沽3月2500,认沽,0.1531,-0.0094,-5.78%,502,769731,2061,2.500,2019/3/27 0:00,62,0.1625,0.1609
2018/9/14,10001434,50ETF沽3月2800,认沽,0.3445,-0.0144,-4.01%,126,439434,3162,2.800,2019/3/27 0:00,28,0.3589,0.3550
2018/9/14,10001429,50ETF沽3月2550,认沽,0.1806,-0.0086,-4.55%,128,235350,1586,2.550,2019/3/27 0:00,19,0.1892,0.1854
2018/9/14,10001424,50ETF购3月2750,认购,0.0756,-0.0024,-3.08%,382,298831,3740,2.750,2019/3/27 0:00,4,0.0780,0.0805
2018/9/14,10001430,50ETF沽3月2600,认沽,0.2098,-0.0092,-4.20%,308,649319,2518,2.600,2019/3/27 0:00,-89,0.2190,0.2146
2018/9/14,10001422,50ETF购3月2650,认购,0.1044,-0.0028,-2.61%,421,451755,1978,2.650,2019/3/27 0:00,275,0.1072,0.1044
2018/9/14,10001425,50ETF购3月2800,认购,0.0642,-0.0015,-2.28%,636,417321,8241,2.800,2019/3/27 0:00,28,0.0657,0.0649
2018/9/14,10001420,50ETF购3月2550,认购,0.1414,-0.0026,-1.81%,252,366163,2981,2.550,2019/3/27 0:00,41,0.1440,0.1453
2018/9/14,10001419,50ETF购3月2500,认购,0.1645,-0.0015,-0.90%,641,1072644,3507,2.500,2019/3/27 0:00,74,0.1660,0.1699
2018/9/14,10001423,50ETF购3月2700,认购,0.0893,-0.0017,-1.87%,156,141367,2159,2.700,2019/3/27 0:00,17,0.0910,0.0903
2018/9/14,10001427,50ETF沽3月2450,认沽,0.1290,-0.0090,-6.52%,236,307516,3291,2.450,2019/3/27 0:00,10,0.1380,0.1315
2018/9/14,10001431,50ETF沽3月2650,认沽,0.2400,-0.0099,-3.96%,140,336412,964,2.650,2019/3/27 0:00,18,0.2499,0.2487
2018/9/14,10001421,50ETF购3月2600,认购,0.1220,-0.0027,-2.17%,541,673660,3368,2.600,2019/3/27 0:00,-109,0.1247,0.1242
2018/9/14,10001432,50ETF沽3月2700,认沽,0.2743,-0.0091,-3.21%,110,302300,1782,2.700,2019/3/27 0:00,6,0.2834,0.2792
2018/9/14,10001417,50ETF购3月2400,认购,0.2192,0.0010,0.46%,114,250508,2309,2.400,2019/3/27 0:00,-23,0.2182,0.2202
2018/9/14,10001433,50ETF沽3月2750,认沽,0.2978,-0.0206,-6.47%,123,383485,2568,2.750,2019/3/27 0:00,-40,0.3184,0.3113
2018/9/14,10001426,50ETF沽3月2400,认沽,0.1082,-0.0073,-6.32%,266,288830,5075,2.400,2019/3/27 0:00,70,0.1155,0.1144
2018/9/14,10001442,50ETF沽3月2200,认沽,0.0463,-0.0056,-10.79%,566,267521,5343,2.200,2019/3/27 0:00,21,0.0519,0.0500
2018/9/14,10001440,50ETF沽3月2250,认沽,0.0591,-0.0061,-9.36%,232,141818,4153,2.250,2019/3/27 0:00,-20,0.0652,0.0629
2018/9/14,10001418,50ETF购3月2450,认购,0.1909,-0.0006,-0.31%,295,570951,1760,2.450,2019/3/27 0:00,-64,0.1915,0.1965
2018/9/14,10001441,50ETF购3月2200,认购,0.3520,0.0030,0.86%,302,1073073,1809,2.200,2019/3/27 0:00,147,0.3490,0.3521
2018/9/14,10001439,50ETF购3月2250,认购,0.3150,0.0026,0.83%,320,1019766,2419,2.250,2019/3/27 0:00,214,0.3124,0.3151
2018/9/14,10001436,50ETF沽3月2350,认沽,0.0897,-0.0077,-7.91%,381,341720,3573,2.350,2019/3/27 0:00,-68,0.0974,0.0939
2018/9/14,10001435,50ETF购3月2350,认购,0.2486,0.0010,0.40%,56,139803,578,2.350,2019/3/27 0:00,6,0.2476,0.2535
2018/9/14,10001437,50ETF购3月2300,认购,0.2803,0.0013,0.47%,35,98388,3539,2.300,2019/3/27 0:00,2,0.2790,0.2809
2018/9/14,10001438,50ETF沽3月2300,认沽,0.0728,-0.0069,-8.66%,272,202439,2852,2.300,2019/3/27 0:00,175,0.0797,0.0776
2018/9/17,10001381,50ETF购9月2250,认购,0.2049,-0.0232,-10.17%,4721,9953054,2652,2.250,2018/9/26 0:00,192,0.2281,0.2183
2018/9/17,10001222,50ETF沽9月3000,认沽,0.5419,0.0169,3.22%,253,1366783,1531,3.000,2018/9/26 0:00,-74,0.5250,0.5382
2018/9/17,10001233,50ETF购9月2750,认购,0.0004,-0.0001,-20.00%,1701,6620,45175,2.750,2018/9/26 0:00,-1217,0.0005,0.0005
2018/9/17,10001241,50ETF购9月2600,认购,0.0020,-0.0036,-64.29%,50387,1529996,131098,2.600,2018/9/26 0:00,-14308,0.0056,0.0039
2018/9/17,10001410,50ETF沽9月2200,认沽,0.0004,0.0000,0.00%,2342,10348,38701,2.200,2018/9/26 0:00,-1090,0.0004,0.0004
2018/9/17,10001213,50ETF购9月3000,认购,0.0002,-0.0002,-50.00%,266,866,22358,3.000,2018/9/26 0:00,-152,0.0004,0.0003
2018/9/17,10001230,50ETF沽9月2850,认沽,0.3940,0.0190,5.07%,459,1788704,1671,2.850,2018/9/26 0:00,-53,0.3750,0.3907
2018/9/17,10001382,50ETF沽9月2250,认沽,0.0006,0.0002,50.00%,3719,21048,62700,2.250,2018/9/26 0:00,-447,0.0004,0.0007
2018/9/17,10001281,50ETF购9月2500,认购,0.0159,-0.0141,-47.00%,110832,22394002,130974,2.500,2018/9/26 0:00,-1970,0.0300,0.0250
2018/9/17,10001217,50ETF购9月3400,认购,0.0002,-0.0002,-50.00%,372,943,14736,3.400,2018/9/26 0:00,-74,0.0004,0.0004
2018/9/17,10001232,50ETF沽9月2800,认沽,0.3433,0.0183,5.63%,838,2855692,1477,2.800,2018/9/26 0:00,-206,0.3250,0.3367
2018/9/17,10001244,50ETF沽9月2600,认沽,0.1491,0.0216,16.94%,18400,26460288,28666,2.600,2018/9/26 0:00,-1500,0.1275,0.1351
2018/9/17,10001229,50ETF购9月2850,认购,0.0004,0.0000,0.00%,1104,3637,24977,2.850,2018/9/26 0:00,-720,0.0004,0.0005
2018/9/17,10001218,50ETF购9月3500,认购,0.0002,-0.0002,-50.00%,416,982,19215,3.500,2018/9/26 0:00,-155,0.0004,0.0004
2018/9/17,10001243,50ETF购9月2700,认购,0.0005,-0.0002,-28.57%,7939,44867,68611,2.700,2018/9/26 0:00,-5515,0.0007,0.0007
2018/9/17,10001246,50ETF沽9月2700,认沽,0.2451,0.0201,8.93%,2822,6780664,6717,2.700,2018/9/26 0:00,-1089,0.2250,0.2311
2018/9/17,10001216,50ETF购9月3300,认购,0.0002,-0.0002,-50.00%,208,658,9657,3.300,2018/9/26 0:00,1,0.0004,0.0004
2018/9/17,10001219,50ETF购9月3600,认购,0.0002,-0.0002,-50.00%,2156,3567,46134,3.600,2018/9/26 0:00,-1047,0.0004,0.0004
2018/9/17,10001214,50ETF购9月3100,认购,0.0003,-0.0001,-25.00%,557,1883,17024,3.100,2018/9/26 0:00,-149,0.0004,0.0005
2018/9/17,10001357,50ETF购9月2400,认购,0.0677,-0.0226,-25.03%,39612,28996342,33378,2.400,2018/9/26 0:00,1880,0.0903,0.0836
2018/9/17,10001409,50ETF购9月2200,认购,0.2545,-0.0225,-8.12%,1878,4845068,5707,2.200,2018/9/26 0:00,203,0.2770,0.2700
2018/9/17,10001227,50ETF沽9月3500,认沽,1.0405,0.0155,1.51%,109,1132650,1877,3.500,2018/9/26 0:00,-49,1.0250,1.0380
2018/9/17,10001376,50ETF沽9月2300,认沽,0.0015,-0.0001,-6.25%,13592,217172,74252,2.300,2018/9/26 0:00,-2036,0.0016,0.0017
2018/9/17,10001276,50ETF沽9月2550,认沽,0.1036,0.0170,19.63%,32549,32214095,41841,2.550,2018/9/26 0:00,-3850,0.0866,0.0925
2018/9/17,10001242,50ETF购9月2650,认购,0.0007,-0.0010,-58.82%,17314,143324,81065,2.650,2018/9/26 0:00,-8860,0.0017,0.0012
2018/9/17,10001311,50ETF购9月2450,认购,0.0371,-0.0193,-34.22%,120951,50271959,65729,2.450,2018/9/26 0:00,9040,0.0564,0.0488
2018/9/17,10001245,50ETF沽9月2650,认沽,0.1970,0.0220,12.57%,2868,5481341,10502,2.650,2018/9/26 0:00,-655,0.1750,0.1805
2018/9/17,10001234,50ETF沽9月2750,认沽,0.2939,0.0189,6.87%,435,1263572,3592,2.750,2018/9/26 0:00,-139,0.2750,0.2827
2018/9/17,10001358,50ETF沽9月2400,认沽,0.0147,0.0015,11.36%,70784,10241523,80559,2.400,2018/9/26 0:00,-2522,0.0132,0.0150
2018/9/17,10001220,50ETF沽9月2900,认沽,0.4446,0.0196,4.61%,514,2263698,2058,2.900,2018/9/26 0:00,-68,0.4250,0.4332
2018/9/17,10001375,50ETF购9月2300,认购,0.1550,-0.0241,-13.46%,6355,10121445,5630,2.300,2018/9/26 0:00,-947,0.1791,0.1716
2018/9/17,10001228,50ETF沽9月3600,认沽,1.1416,0.0166,1.48%,138,1571589,5358,3.600,2018/9/26 0:00,-39,1.1250,1.1382
2018/9/17,10001224,50ETF沽9月3200,认沽,0.7458,0.0208,2.87%,178,1317683,1567,3.200,2018/9/26 0:00,-67,0.7250,0.7336
2018/9/17,10001368,50ETF沽9月2350,认沽,0.0054,0.0004,8.00%,41329,2206833,89944,2.350,2018/9/26 0:00,6994,0.0050,0.0062
2018/9/17,10001215,50ETF购9月3200,认购,0.0002,-0.0002,-50.00%,250,803,14442,3.200,2018/9/26 0:00,-19,0.0004,0.0005
2018/9/17,10001275,50ETF购9月2550,认购,0.0053,-0.0090,-62.94%,77012,6320035,124846,2.550,2018/9/26 0:00,-835,0.0143,0.0105
2018/9/17,10001226,50ETF沽9月3400,认沽,0.9421,0.0171,1.85%,147,1380215,1941,3.400,2018/9/26 0:00,-27,0.9250,0.9375
2018/9/17,10001231,50ETF购9月2800,认购,0.0003,-0.0002,-40.00%,2013,6932,31887,2.800,2018/9/26 0:00,-1721,0.0005,0.0003
2018/9/17,10001367,50ETF购9月2350,认购,0.1091,-0.0259,-19.19%,15222,17292227,12836,2.350,2018/9/26 0:00,-70,0.1350,0.1250
2018/9/17,10001212,50ETF购9月2950,认购,0.0002,-0.0002,-50.00%,626,1868,14043,2.950,2018/9/26 0:00,-470,0.0004,0.0003
2018/9/17,10001211,50ETF购9月2900,认购,0.0002,-0.0002,-50.00%,494,1590,23998,2.900,2018/9/26 0:00,-418,0.0004,0.0004
2018/9/17,10001221,50ETF沽9月2950,认沽,0.4940,0.0190,4.00%,472,2312081,1049,2.950,2018/9/26 0:00,-94,0.4750,0.4867
2018/9/17,10001223,50ETF沽9月3100,认沽,0.6431,0.0181,2.90%,248,1584494,1704,3.100,2018/9/26 0:00,-87,0.6250,0.6363
2018/9/17,10001312,50ETF沽9月2450,认沽,0.0335,0.0056,20.07%,113499,36915134,70589,2.450,2018/9/26 0:00,-4527,0.0279,0.0317
2018/9/17,10001282,50ETF沽9月2500,认沽,0.0631,0.0103,19.51%,100167,61316976,55166,2.500,2018/9/26 0:00,-9582,0.0528,0.0590
2018/9/17,10001225,50ETF沽9月3300,认沽,0.8450,0.0200,2.42%,115,966765,1679,3.300,2018/9/26 0:00,-45,0.8250,0.8384
2018/9/17,10001455,50ETF沽10月2450,认沽,0.0603,0.0059,10.85%,16366,9724680,16403,2.450,2018/10/24 0:00,2185,0.0544,0.0566
2018/9/17,10001449,50ETF购10月2600,认购,0.0193,-0.0114,-37.13%,20235,4581413,33392,2.600,2018/10/24 0:00,860,0.0307,0.0280
2018/9/17,10001456,50ETF沽10月2500,认沽,0.0876,0.0091,11.59%,12986,11144125,13616,2.500,2018/10/24 0:00,2814,0.0785,0.0813
2018/9/17,10001463,50ETF购10月2250,认购,0.2180,-0.0258,-10.58%,1516,3398234,1496,2.250,2018/10/24 0:00,331,0.2438,0.2400
2018/9/17,10001460,50ETF沽10月2700,认沽,0.2431,0.0181,8.04%,1269,3041588,6450,2.700,2018/10/24 0:00,3,0.2250,0.2340
2018/9/17,10001447,50ETF购10月2500,认购,0.0489,-0.0163,-25.00%,24478,13054188,28553,2.500,2018/10/24 0:00,7219,0.0652,0.0624
2018/9/17,10001445,50ETF购10月2400,认购,0.1007,-0.0211,-17.32%,6822,7278799,11744,2.400,2018/10/24 0:00,585,0.1218,0.1124
